,Module Department,Module Code,Event ID,Event Type,Duration (minutes),Event Size,Timeslot,Number of Weeks,Weeks,Room,Room Type 1,Room type 2,Building,Campus
23658,School of Informatics,INFR11094_SS1_SEM1_2024/5,E:TSWNKEPRAV,Tutorial,90,18.0,Friday 10:30,6,"11, 12, 14, 15, 17, 18",0201_02_2.06,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23661,School of Informatics,INFR11256_SV1_SEM1_2024/5,E:3918QS8R61,Lecture,50,70.0,Tuesday 10:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0113_00_G.152,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
23674,School of Informatics,INFR10077_SS1_YR_2024/5,E:81P6YW28JV-00001,Lecture,110,36.0,Thursday 11:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0313_00_G.10,Centrally Allocated Space,General Teaching,Old Surgeons Hall,Central
23682,School of Informatics,INFR10085_SV1_SEM1_2024/5,E:DLNXFA81DL,Lecture,50,90.0,Wednesday 13:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0228_-1_LG.09,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23687,School of Informatics,INFR10057_SV1_SEM1_2024/5,E:H3MWMVEDAE,Tutorial,50,20.0,Tuesday 11:00,9,"10, 11, 12, 13, 14, 15, 16, 17, 18",0201_02_2.04,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23688,School of Informatics,INFR10088_SS1_SEM1_2024/5,E:W83W91ZV8M-00001,Lecture,50,44.0,Wednesday 12:00,5,"11, 14, 15, 17, 18",0208_00_G.8,Centrally Allocated Space,General Teaching,1 George Square (Neuroscience),Central
23689,School of Informatics,INFR10057_SV1_SEM1_2024/5,E:KVAE7PWJJN,Tutorial,50,20.0,Tuesday 12:00,9,"10, 11, 12, 13, 14, 15, 16, 17, 18",0201_02_2.04,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23690,School of Informatics,INFR11256_SV1_SEM1_2024/5,E:H7H6UR7OOA,Tutorial,50,18.0,Friday 15:00,9,"10, 11, 12, 13, 14, 15, 16, 17, 18",0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23693,School of Informatics,INFR11256_SV1_SEM1_2024/5,E:3918QS8R61-00001,Lecture,50,70.0,Wednesday 11:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0228_-1_LG.11,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23696,School of Informatics,"INFR11020_SV1_SEM2_2024/5, INFR11218_SV1_SEM2_2024/5",E:GRHPCWUTO1,Tutorial,50,60.0,Friday 14:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0335_04_4.3,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23697,School of Informatics,INFR10086_SS1_SEM2_2024/5,E:7UH9JMGC9D,Lecture,50,70.0,Friday 11:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0228_-1_LG.11,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23698,School of Informatics,INFR11114_SV1_SEM1_2024/5,E:F7O7O4E3LE,Lecture,50,46.0,Wednesday 12:00,8,"12, 13, 14, 15, 16, 17, 18, 19",0113_00_G.07,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
23712,School of Informatics,INFR10080_SV1_SEM1_2024/5,E:HXWYZDBWEN,Lecture,120,140.0,Friday 10:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0229_01_1.B,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
23714,School of Informatics,INFR10052_SV1_SEM1_2024/5,E:FACH55ZSOL,Lecture,50,65.0,Thursday 16:00,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",0228_-1_LG.11,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23715,School of Informatics,INFR08020_SV1_SEM2_2024/5,E:FHGU2FMPBE,Tutorial,50,18.0,Tuesday 11:00,9,"27, 28, 29, 30, 32, 33, 34, 35, 36",0201_02_2.06,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23716,School of Informatics,"INFR11241_SV1_SEM2_2024/5, INFR11247_SV1_SEM2_2024/5",E:PGX8ST4YRL-00001,Lecture,50,63.0,Wednesday 11:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0228_-1_LG.11,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23717,School of Informatics,INFR08025_SV1_SEM1_2024/5,E:AYVEMLJ5J1,Tutorial,90,15.0,Friday 10:30,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23719,School of Informatics,EPCC11001_SS1_YR_2024/5,E:R4737XHHH1,Lecture,50,50.0,Monday 12:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0201_02_2.14,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23721,School of Informatics,INFR11150_SS1_SEM1_2024/5,E:V5R8WYUFUZ,Tutorial,50,20.0,Thursday 10:00,4,"10, 11, 12, 13",0201_02_2.11,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23722,School of Informatics,INFR10052_SV1_SEM1_2024/5,E:946JT6QKM1,Tutorial,110,36.0,Wednesday 14:00,8,"11, 12, 13, 14, 15, 16, 17, 18",0300_00_NG.01,Centrally Allocated Space,General Teaching,High School Yards Teaching Centre,Central
23724,School of Informatics,INFR10087_SV1_SEM1_2024/5,E:LORC4N1S3P,Lecture,50,21.0,Thursday 13:00,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",0201_02_2.11,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23725,School of Social and Political Science,SCWR11040_SS2_SEM1_2024/5,E:BDEKFCEP5I,Workshop,110,6.0,Monday 14:00,5,"9, 10, 11, 12, 13",0252_01_1.4,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
23727,School of Informatics,"INFR11206_SS1_SEM2_2024/5, INFR11231_SS1_SEM2_2024/5",E:ROAAV6K85S,Tutorial,50,20.0,Thursday 16:00,2,"29, 33",0003_00_G.03,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
23728,School of Informatics,"INFR11187_SS1_SEM2_2024/5, INFR11227_SS1_SEM2_2024/5",E:XXY9MG9NS4,Tutorial,50,15.0,Wednesday 11:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23732,School of Informatics,INFR08025_SV1_SEM1_2024/5,E:YUF7GQFGPR,Tutorial,90,15.0,Friday 09:00,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0300_00_NG.01,Centrally Allocated Space,General Teaching,High School Yards Teaching Centre,Central
23735,School of Informatics,"INFR11241_SV1_SEM2_2024/5, INFR11247_SV1_SEM2_2024/5",E:PGX8ST4YRL,Lecture,50,100.0,Tuesday 11:00,8,"26, 27, 30, 32, 33, 34, 35, 36",0210_00_G.04,Centrally Allocated Space,General Teaching,Robson Building,Central
23737,School of Informatics,INFR10076_SV1_SEM1_2024/5,E:4YYRD8272V,Lecture,50,51.0,Monday 12:00,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",0209_02_2.01,Centrally Allocated Space,General Teaching,7 George Square,Central
23738,School of Informatics,INFR10059_SV1_SEM1_2024/5,E:KX6NRNGRU6,Tutorial,50,14.0,Thursday 16:00,9,"10, 11, 12, 13, 14, 15, 16, 17, 18",0254_01_1.10,Centrally Allocated Space,General Teaching,24 Buccleuch Place,Central
23739,School of Informatics,EPCC11018_SV1_SEM2_2024/5,E:96MDKU9GNK,Lecture,50,30.0,Monday 15:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0311_02_2.05,Centrally Allocated Space,General Teaching,Geography (Old Infirmary),Central
23740,School of Informatics,EPCC11007_SV1_SEM1_2024/5,E:LNH9BPQDP8,Lecture,50,30.0,Tuesday 12:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0335_05_5.3,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23741,School of Informatics,INFR10078_SV1_SEM2_2024/5,E:FO3MAIDOA2,Tutorial,50,18.0,Wednesday 09:00,5,"27, 29, 32, 34, 36",0201_02_2.06,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23743,School of Informatics,INFR08025_SV1_SEM1_2024/5,E:1R232CUWPT,Tutorial,90,15.0,Thursday 15:30,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0201_02_2.04,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23745,School of Informatics,EPCC11012_SV1_SEM2_2024/5,E:4RXY1ELBB4,Class Test,50,30.0,Wednesday 11:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0228_-1_LG.08,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23751,School of Informatics,"INFR11233_SV1_SEM2_2024/5, INFR11036_SV1_SEM2_2024/5",E:FWOME7DHUY,Lecture,50,20.0,Thursday 12:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0228_-1_LG.09,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23752,School of Informatics,INFR11256_SV1_SEM1_2024/5,E:1ERVF65F83,Tutorial,50,18.0,Friday 14:00,9,"10, 11, 12, 13, 14, 15, 16, 17, 18",0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23755,School of Informatics,INFR11094_SS1_SEM1_2024/5,E:Z2DZCAIK6O,Tutorial,90,18.0,Wednesday 12:30,6,"11, 12, 14, 15, 17, 18",0201_02_2.06,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23756,School of Informatics,INFR10080_SV1_SEM1_2024/5,E:7SR379QSUH,Lecture,50,140.0,Wednesday 11:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0113_00_G.152,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
23757,School of Informatics,INFR11136_SS1_SEM1_2024/5,E:BN68E4FWHS,Tutorial,50,22.0,Wednesday 16:00,6,"11, 12, 13, 14, 15, 16",0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23759,School of Informatics,INFR11198_SS1_SEM1_2024/5,E:4TWZYDP7YS,Lecture,50,75.0,Friday 15:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0228_-1_LG.09,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23764,School of Informatics,INFR11125_SV1_SEM1_2024/5,E:Q3IK7XWK66,Lecture,50,186.0,Thursday 12:00,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",0229_01_1.B,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
23767,School of Informatics,INFR08032_SS1_SEM2_2024/5,E:K4B4RZ84HB,Lecture,50,203.0,Thursday 14:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0229_01_1.C,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
23769,School of Social and Political Science,SCWR11040_SS2_SEM1_2024/5,E:ZA99RD1C74,Workshop,110,6.0,Monday 14:00,5,"9, 10, 11, 12, 13",0252_02_2.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
23772,School of Informatics,INFR10061_SV1_SEM1_2024/5,E:P84NS38H9X,Tutorial,50,16.0,Thursday 12:00,2,"16, 18",0335_01_1.1,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23780,School of Informatics,INFR08026_SV1_YR_2024/5,E:U8EMJDRXDS-00001,Lecture,50,286.0,Tuesday 10:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0227_00_G.03,Centrally Allocated Space,General Teaching,50 George Square,Central
23783,School of Informatics,"INFR11033_SV1_SEM2_2024/5, INFR11219_SV1_SEM2_2024/5",E:IAANALRBQR,Lecture,50,109.0,Monday 14:00,9,"26, 27, 28, 29, 30, 32, 33, 34, 35",0450_02_2.35,Locally Allocated Space,General Teaching,Edinburgh Futures Institute (EFI),Central
23785,School of Informatics,EPCC11006_SV1_SEM1_2024/5,E:6WQVDRI39E-00001,Lecture,50,35.0,Wednesday 12:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0228_-1_LG.06,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23787,School of Informatics,INFR08025_SV1_SEM1_2024/5,E:OY7Q8DRHHY,Tutorial,80,15.0,Friday 16:00,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0201_02_2.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23789,School of Informatics,INFR10054_SV1_SEM1_2024/5,E:I2LAJB1PLH,Lecture,50,58.0,Tuesday 14:00,2,"13, 15",0005_-1_B.01,Centrally Allocated Space,General Teaching,Adam House,Central
23791,School of Informatics,INFR10086_SS1_SEM2_2024/5,E:JIZPOUASOJ,Lecture,50,70.0,Wednesday 13:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0228_-1_LG.11,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23796,School of Law,LAWS08125_SV1_SEM2_2024/5,E:WFAWR1PS7U,Tutorial,50,12.0,Tuesday 15:00,6,"28, 30, 32, 35, 36, 37",0254_01_1.07,Centrally Allocated Space,General Teaching,24 Buccleuch Place,Central
23797,School of Law,LAWS11250_SS1_SB13_2024/5,E:LYAE5LRBAD,Workshop,110,12.0,Monday 14:00,10,"9, 10, 11, 12, 14, 15, 16, 17, 18, 19",0001_01_1.266,Centrally Allocated Space,General Teaching,Old College,Central
23798,School of Law,LAWS08142_SS1_SEM1_2024/5,E:JH6WDDTR87,Tutorial,50,12.0,Friday 17:00,5,"10, 12, 14, 16, 18",0001_02_2.351,Centrally Allocated Space,General Teaching,Old College,Central
23801,School of Law,LAWS10240_SS1_YR_2024/5,E:KF3D4RGGAK,Workshop,110,16.0,Wednesday 09:00,3,"9, 10, 11",0335_03_3.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23802,School of Law,LAWS11293_SS1_SEM2_2024/5,E:R28INKM2SS,Seminar,110,25.0,Tuesday 16:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0335_04_4.2,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23803,School of Law,LAWS08142_SS1_SEM1_2024/5,E:U5BB2M75AS,Tutorial,50,12.0,Friday 15:00,5,"10, 12, 14, 16, 18",0335_01_1.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23806,School of Law,LAWS08119_SV1_SEM2_2024/5,E:T4EY4OB5W6,Tutorial,50,12.0,Wednesday 09:00,5,"28, 30, 33, 35, 37",0335_02_2.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23807,School of Law,LAWS08132_SS1_SEM1_2024/5,E:ZY5UE1VJK6,Tutorial,50,12.0,Tuesday 16:00,5,"12, 14, 16, 17, 19",0335_00_G.17,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23811,School of Law,LAWS08104_SV1_YR_2024/5,E:OJOHNUJIZ4,Lecture,50,135.0,Wednesday 11:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0005_-1_B.01,Centrally Allocated Space,General Teaching,Adam House,Central
23812,School of Law,LAWS08141_SS1_SEM2_2024/5,E:BTARZRGTKR,Tutorial,50,12.0,Thursday 10:00,5,"27, 29, 32, 34, 36",0335_00_G.17,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23813,School of Law,LAWS08104_SV1_YR_2024/5,E:2XXB8VZZJB-00001,Tutorial,50,12.0,Tuesday 09:00,9,"26, 27, 29, 30, 32, 33, 34, 36, 37",0001_01_1.274,Centrally Allocated Space,General Teaching,Old College,Central
23814,School of Law,LAWS08127_SV1_SEM1_2024/5,E:PNT23CST9E,Tutorial,50,12.0,Friday 17:00,8,"10, 11, 12, 13, 14, 17, 18, 19",0335_03_3.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23816,School of Law,LAWS08133_SV1_YR_2024/5,E:VTEO368LUO,Tutorial,50,12.0,Thursday 17:00,5,"11, 13, 15, 17, 19",0001_01_1.273,Centrally Allocated Space,General Teaching,Old College,Central
23817,School of Law,LAWS10253_SV1_SEM2_2024/5,E:TLBXASEQGA,Seminar,110,30.0,Tuesday 11:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0228_-1_LG.10,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
23819,School of Law,LAWS10260_SV1_SEM2_2024/5,E:9F9O3AW7XA,Seminar,110,18.0,Wednesday 09:00,8,"26, 27, 28, 29, 32, 34, 35, 36",0228_07_7.18,Centrally Allocated Space,General Teaching,40 George Square,Central
23822,School of Law,LAWS08141_SS1_SEM2_2024/5,E:V6NWR6OWAF,Tutorial,50,12.0,Monday 16:00,5,"27, 29, 32, 34, 36",0252_02_2.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
23823,School of Law,LAWS11521_SV1_SEM2_2024/5,E:KHLDTF1B14,Seminar,110,25.0,Tuesday 14:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0335_04_4.2,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23825,School of Law,LAWS08127_SV1_SEM1_2024/5,E:X2164GASOM,Tutorial,50,12.0,Monday 15:00,8,"10, 11, 12, 13, 14, 17, 18, 19",0450_03_3.43,Locally Allocated Space,General Teaching,Edinburgh Futures Institute (EFI),Central
23826,School of Law,LAWS11252_SS1_SEM2_2024/5,E:YWW6FZX3CJ,Workshop,180,12.0,Wednesday 18:00,11,"25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35",0001_02_2.347,Centrally Allocated Space,General Teaching,Old College,Central
23827,School of Law,LAWS10202_SS1_SEM1_2024/5,E:T2EA65Z48C,Seminar,110,20.0,Wednesday 11:00,9,"10, 11, 12, 13, 14, 15, 16, 17, 18",0001_01_1.267,Centrally Allocated Space,General Teaching,Old College,Central
23828,School of Law,LAWS10218_SV1_SEM2_2024/5,E:GCNKOBHIMO,Seminar,110,30.0,Monday 09:00,7,"26, 27, 28, 29, 30, 32, 33",0001_00_G.158,Centrally Allocated Space,General Teaching,Old College,Central
23830,School of Law,LAWS11310_SS1_SB13_2024/5,E:BUFGX5XTIT,Workshop,75,12.0,Tuesday 12:00,7,"9, 10, 11, 12, 14, 15, 18",0001_02_2.351,Centrally Allocated Space,General Teaching,Old College,Central
23832,School of Law,LAWS08133_SV1_YR_2024/5,E:9BZMWEK6Z3,Tutorial,50,12.0,Monday 15:00,5,"27, 29, 32, 34, 36",0335_02_2.18,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23833,School of Law,LAWS08130_SV1_SEM2_2024/5,E:1XLABBBQ8K,Tutorial,50,12.0,Thursday 09:00,5,"28, 30, 33, 35, 37",0335_01_1.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23834,School of Law,LAWS08135_SV1_SEM2_2024/5,E:TVRP9JPWPK,Tutorial,50,12.0,Monday 14:00,5,"29, 32, 34, 36, 37",0335_02_2.18,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23835,School of Law,LAWS08118_SV1_SEM2_2024/5,E:RCWHVEESLJ,Tutorial,50,12.0,Thursday 17:00,5,"28, 30, 33, 35, 37",0335_01_1.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23836,School of Law,LAWS08136_SV1_SEM1_2024/5,E:B4Z69F9JU2,Tutorial,50,12.0,Monday 14:00,5,"11, 13, 15, 17, 19",0335_02_2.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23837,School of Law,LAWS08144_SV1_YR_2024/5,E:BIIUDDSJKR-00001,Lecture,50,45.0,Wednesday 12:00,3,"9, 10, 11",0001_00_G.159,Centrally Allocated Space,General Teaching,Old College,Central
23839,School of Law,LAWS08104_SV1_YR_2024/5,E:XI87X8ZKCU,Tutorial,50,12.0,Friday 09:00,7,"11, 12, 13, 15, 16, 17, 18",0335_01_1.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23840,School of Law,LAWS11250_SS1_SB13_2024/5,E:6XB8SJCXEU,Workshop,110,12.0,Monday 14:00,10,"9, 10, 11, 12, 14, 15, 16, 17, 18, 19",0001_01_1.265,Centrally Allocated Space,General Teaching,Old College,Central
23841,School of Law,LAWS10202_SS1_SEM1_2024/5,E:UGNEVVRNC8,Seminar,110,20.0,Thursday 11:00,4,"11, 13, 15, 17",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
23842,School of Law,LAWS11437_SS1_SB4_2024/5,E:G84DPBV8PO,Workshop,120,12.0,Thursday 19:00,2,"30, 35",0001_01_1.274,Centrally Allocated Space,General Teaching,Old College,Central
23846,School of Law,LAWS10243_SV1_SEM1_2024/5,E:2FOGDUIMCH,Seminar,110,30.0,Wednesday 11:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0335_04_4.2,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23847,School of Law,LAWS11443_SS1_SB4_2024/5,E:WR373AVJXQ,Lecture,50,48.0,Tuesday 09:00,6,"29, 30, 31, 32, 33, 34",0001_01_1.264,Centrally Allocated Space,General Teaching,Old College,Central
23848,School of Law,LAWS08127_SV1_SEM1_2024/5,E:OE1I66CMLV,Tutorial,50,12.0,Friday 17:00,8,"10, 11, 12, 13, 14, 17, 18, 19",0001_01_1.273,Centrally Allocated Space,General Teaching,Old College,Central
23849,School of Law,LAWS11250_SS1_SB13_2024/5,E:ZRBEVEPXIV,Workshop,110,12.0,Monday 14:00,4,"25, 26, 27, 28",0001_02_2.349,Centrally Allocated Space,General Teaching,Old College,Central
23850,School of Law,LAWS08136_SV1_SEM1_2024/5,E:GA4HJ88ENC,Tutorial,50,12.0,Monday 11:00,5,"11, 13, 15, 17, 19",0001_02_2.347,Centrally Allocated Space,General Teaching,Old College,Central
23851,School of Law,LAWS08131_SV1_SEM2_2024/5,E:U2U7BQ7SR7,Tutorial,50,12.0,Wednesday 09:00,10,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0001_02_2.347,Centrally Allocated Space,General Teaching,Old College,Central
23855,School of Law,LAWS08120_SV1_SEM2_2024/5,E:QQEIQ6453Y,Tutorial,50,12.0,Monday 17:00,5,"28, 30, 32, 34, 36",0335_03_3.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23856,School of Law,LAWS11246_SS1_SEM2_2024/5,E:2ZSYUY1CQC,Seminar,110,25.0,Wednesday 11:00,6,"26, 27, 28, 33, 34, 36",0335_04_4.2,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23858,School of Law,LAWS08125_SV1_SEM2_2024/5,E:LG8BRUILRO,Tutorial,50,12.0,Tuesday 10:00,6,"28, 30, 32, 35, 36, 37",0335_03_3.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23859,School of Law,LAWS11249_SS1_SB13_2024/5,E:RXQ3BRD4QI-00001,Workshop,110,12.0,Monday 11:00,4,"25, 26, 27, 28",0001_02_2.345,Centrally Allocated Space,General Teaching,Old College,Central
23860,School of Law,LAWS08130_SV1_SEM2_2024/5,E:MB372OUUVF,Tutorial,50,12.0,Thursday 17:00,5,"28, 30, 33, 35, 37",0254_01_1.07,Centrally Allocated Space,General Teaching,24 Buccleuch Place,Central
23861,School of Law,LAWS11131_SS1_SEM1_2024/5,E:4B7N2JUFLC,Seminar,110,30.0,Tuesday 11:00,2,"13, 18",0113_01_1.416,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
23864,School of Law,LAWS10284_SV1_SEM1_2024/5,E:C45AND6AGN,Seminar,110,30.0,Monday 16:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0335_01_1.9,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23865,School of Law,LAWS08119_SV1_SEM2_2024/5,E:GVDHR725GE,Tutorial,50,12.0,Wednesday 15:00,5,"28, 30, 33, 35, 37",0335_02_2.18,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23867,School of Law,LAWS11511_SS1_SEM2_2024/5,E:HM81W3XTAL,Seminar,110,25.0,Monday 16:00,3,"27, 28, 29",0335_05_5.2,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
23868,School of Law,LAWS08141_SS1_SEM2_2024/5,E:LHSHKSA9WR,Tutorial,50,12.0,Monday 13:00,5,"27, 29, 32, 34, 36",0001_02_2.349,Centrally Allocated Space,General Teaching,Old College,Central
23869,School of Law,LAWS08104_SV1_YR_2024/5,E:MB5D5JJ66Z,Tutorial,50,12.0,Friday 17:00,7,"11, 12, 13, 15, 16, 17, 18",0001_01_1.274,Centrally Allocated Space,General Teaching,Old College,Central
